Structure Number,Structure Name,Asset Class,Structure Type,Inventory Date,Road No.,km,District Municipality,Analysis Date,Inspection Date,Asset Value (Depreciated),Asset Value (ACI),Replacement Cost,Maintenance Cost,Depreciation Cost,Unit Cost,Length of Bridge Deck  (m),Width of Bridge Deck  (m),Maximum Height Pier/Abutment (m),Maximum Span Length(m),Overall Length Culvert (m),Overall Width Culvert (m),Max Fill Height Culvert,Max Height of Retaining Wall (m),Area_Wall_RW,Total_Length_GA,Horizontal_Length_GA,Overall_Height_TU,Overall_Length_TU,Overall_Width_TU,FctHt,Fct_TypeBridge,DeprValue,Age
1951,RAIL BRIDGE P154/2,Bridge,Bridge,11/6/2017,,,NK: Nkangala District Municipality,6/30/2022,11/6/2017,3288200,6113430,6622000,221460,3112340,30100,22,10,4.8,,,,,,,,,,,,,1,0.53,47
2008,D1290 DIPASELENG LOCAL MUNICIPALITY,Bridge,Bridge,9/9/2017,,,GS: Gert Sibande District Municipality,6/30/2022,9/9/2017,5397480,10455467,11468100,153080,5917540,30100,30,12.7,2.7,,,,,,,,,,,,,1,0.484,54
2016,Saalklapspruit Bridge,Bridge,Bridge,8/29/2013,0,0.31,NK: Nkangala District Municipality,6/30/2022,2/7/2018,2411874,4688888,5747595,255010,3080711,30100,20.1,9.5,4.8,,,,,,,,,,,,,1,0.464,59
2035,MACHADODORP P26/6,Bridge,Bridge,10/14/2017,,,NK: Nkangala District Municipality,6/30/2022,10/14/2017,2688280,5544938,5846624,47940,3110404,30100,16,12.14,4,,,,,,,,,,,,,1,0.468,58
2036,2036 on P26/6,Bridge,Bridge,10/24/2019,,,GS: Gert Sibande District Municipality,6/30/2022,9/26/2019,1163341,2260110,2543450,16820,1363289,30100,6.5,13,0,,,,,,,,,,,,,1,0.464,59
2038,Sabana River Bridge,Bridge,Bridge Cellular,3/22/2018,,,EH: Ehlanzeni District Municipality,6/30/2022,10/17/2017,4660266,7206193,8116911,118565,3338080,24450,,,,,33,10.06,0,,,,,,,,,,0.589,47
2039,SPITSKOPSTROOM,Bridge,Bridge,8/24/2013,P3314,1.4,EH: Ehlanzeni District Municipality,6/30/2022,10/18/2017,2327255,4420549,5458816,183800,2947760,30100,15.24,11.9,4.3,,,,,,,,,,,,,1,0.46,60
2044,DALMANUTHA RAILWAY BRIDGE,Bridge,Bridge,10/14/2017,,,NK: Nkangala District Municipality,6/30/2022,10/14/2017,9116068,18706016,19015980,11600,9888308,60200,26.5,11.92,54,,,,,,,,,,,,,1,0.48,55
2045,Culvert on P26/6 (R36),Major Culvert,Culvert Major,10/29/2019,,,GS: Gert Sibande District Municipality,6/30/2022,9/26/2019,7718595,11552361,11882700,5160,4158945,24450,,,,,18,27,0,,,,,,,,,,0.65,40
2046A,Bridge over River,Bridge,Bridge,10/24/2019,,,GS: Gert Sibande District Municipality,6/30/2022,9/26/2019,5317767,10296223,11558400,45330,6195303,30100,32,12,0,,,,,,,,,,,,,1,0.464,59
2046B,Bridge,Bridge,Bridge,10/24/2019,,,GS: Gert Sibande District Municipality,6/30/2022,9/26/2019,1334954,2773438,2889600,5820,1548826,30100,8,12,0,,,,,,,,,,,,,1,0.464,59
2085,Koffiespruit Bridge,Bridge,Bridge,10/24/2019,,,NK: Nkangala District Municipality,6/30/2022,9/5/2019,2257269,4274907,6032040,638110,3136661,30100,16.7,12,0,,,,,,,,,,,,,1,0.48,55
2088,D1016,Bridge,Bridge,9/9/2017,,,GS: Gert Sibande District Municipality,6/30/2022,9/9/2017,2001452,4001762,4244100,18740,2223908,30100,15,9.4,5,,,,,,,,,,,,,1,0.476,56
2098,D197 STEVE TSHWETE,Bridge,Bridge,11/5/2017,,,NK: Nkangala District Municipality,6/30/2022,11/5/2017,3103724,6608846,6697250,3800,3589726,30100,25,8.9,4.7,,,,,,,,,,,,,1,0.464,59
2099,Road over rail on Sabie - Nelspruit Railway,Bridge,Bridge,8/23/2013,R37,54.2,EH: Ehlanzeni District Municipality,6/30/2022,10/18/2017,5232335,8531359,13376230,1027740,7116154,30100,27.18,16.35,6.49,,,,,,,,,,,,,1,0.468,58
2108,P153/1 DIPASELENG LOCAL MUNICIPALITY,Major Culvert,Culvert Major,9/9/2017,,,GS: Gert Sibande District Municipality,6/30/2022,9/9/2017,1374486,2582014,2816640,62000,1380154,24450,,,,,12,9.6,0,,,,,,,,,,0.51,56
2113,KLEIN OLIFANTS RIVER BRIDGE P51/2,Bridge,Bridge,11/5/2017,,,NK: Nkangala District Municipality,6/30/2022,11/5/2017,8668108,17370541,18637920,128990,9840822,30100,48,12.9,7,,,,,,,,,,,,,1,0.472,57
2125,2125,Bridge,Bridge,8/12/2019,,,EH: Ehlanzeni District Municipality,6/30/2022,8/12/2019,8129756,13240725,15170400,62260,6978384,30100,42,12,6.5,,,,,,,,,,,,,1,0.54,46
2130,CULVERT P26/6 (R36),Major Culvert,Culvert Major,9/12/2017,,,NK: Nkangala District Municipality,6/30/2022,9/12/2017,1646414,3403440,3403440,0,1757026,24450,,,,,12,11.6,1,,,,,,,,,,0.484,59
2140,D789 crossing bridge,Bridge,Bridge,8/26/2013,P29/1,64.89,NK: Nkangala District Municipality,6/30/2022,2/6/2018,8139562,15402234,19858480,1471940,10246974,30100,45.5,14.5,6.7,,,,,,,,,,,,,1,0.484,54
2148,Zyferfontein Railway Bridge,Bridge,Bridge,1/27/2017,,,GS: Gert Sibande District Municipality,6/30/2022,1/27/2017,12125600,18094992,19188750,155200,6907950,30100,42.5,15,6.3,,,,,,,,,,,,,1,0.64,36
2156,Olifants River Bridge,Bridge,Bridge,10/24/2019,,,NK: Nkangala District Municipality,6/30/2022,9/20/2019,19378833,30601585,39732000,169310,20183857,30100,110,12,0,,,,,,,,,,,,,1,0.492,52
2177,Culvert,Major Culvert,Culvert Major,10/29/2019,,,GS: Gert Sibande District Municipality,6/30/2022,9/26/2019,2269725,4061634,4890000,138600,2481675,24450,,,,,20,10,0,,,,,,,,,,0.493,58
2178,Koffie River Bridge,Bridge,Bridge,10/24/2019,,,NK: Nkangala District Municipality,6/30/2022,9/5/2019,3122370,6011813,7224000,706350,3395280,30100,20,12,0,,,,,,,,,,,,,1,0.53,47
2210,Railway bridge,Bridge,Bridge,8/29/2013,D1147,0.61,NK: Nkangala District Municipality,6/30/2022,2/7/2018,2035806,4064785,5176093,407310,2732977,30100,13.87,12.4,6.15,,,,,,,,,,,,,1,0.472,57
2211,Railway bridge,Bridge,Bridge,8/26/2013,P131/1,0.91,NK: Nkangala District Municipality,6/30/2022,2/8/2018,4432996,8295144,10158150,361650,5363502,30100,28.6,11.8,1,,,,,,,,,,,,,1,0.472,57
2223,D1255 crossing bridge,Bridge,Bridge,8/26/2013,D1255,9.69,NK: Nkangala District Municipality,6/30/2022,2/7/2018,20185214,29189306,37441390,407550,16848624,30100,88.85,14,6.1,,,,,,,,,,,,,1,0.55,45
2224,Holbank,Bridge,Bridge,10/24/2019,,,GS: Gert Sibande District Municipality,6/30/2022,9/30/2019,4235716,8988787,10565100,708750,5620634,30100,27,13,0,,,,,,,,,,,,,1,0.468,58
2232,RAIL BRIDGE P182/1,Bridge,Bridge,10/13/2017,,,NK: Nkangala District Municipality,6/30/2022,10/13/2017,9533027,21428861,21667200,540,12133633,45140,40,12,12,,,,,,,,,,,,,1,0.44,65
2238,P182/1 STEVE TSHWETE LOCAL MUNICIPALITY,Major Culvert,Culvert Major,10/13/2017,,,NK: Nkangala District Municipality,6/30/2022,10/13/2017,1149087,2689500,2689500,10760,1529653,24450,,,,,10,11,0,,,,,,,,,,0.431,65
2246,Usutu,Bridge,Bridge,10/24/2019,,,GS: Gert Sibande District Municipality,6/30/2022,10/1/2019,3477764,6498241,7585200,102450,4004986,30100,21,12,0,,,,,,,,,,,,,1,0.472,57
2249,P182/1 STEVE TSHWETE LOCAL MUNICIPALITY,Bridge,Bridge,10/13/2017,,,NK: Nkangala District Municipality,6/30/2022,10/13/2017,5798152,13125791,13183800,2720,7382928,30100,36.5,12,3.7,,,,,,,,,,,,,1,0.44,65
2251,2251,Bridge,Bridge,10/13/2017,,,NK: Nkangala District Municipality,6/30/2022,10/13/2017,2248362,5086888,5132050,9740,2873948,30100,15.5,11,3,,,,,,,,,,,,,1,0.44,65
2280,D1697 ROAD OVER RAIL STEVE TSHWETE,Bridge,Bridge,10/13/2017,,,NK: Nkangala District Municipality,6/30/2022,10/13/2017,795223,1514223,1535100,18380,721497,30100,6,8.5,4.6,,,,,,,,,,,,,1,0.53,47
2288,WATETRHOUTBOOM RIVER BRIDGE,Bridge,Bridge,8/15/2019,,,EH: Ehlanzeni District Municipality,6/30/2022,10/15/2019,2807963,5377319,5810805,27710,2975132,30100,16.5,11.7,3,,,,,,,,,,,,,1,0.488,53
2292,Marite River Bridge,Bridge,Bridge,9/6/2013,P57/3,6.5,EH: Ehlanzeni District Municipality,6/30/2022,10/17/2017,50955632,76982207,94794000,233130,43605238,45140,168,12.5,11,,,,,,,,,,,,,1,0.54,46
2296,P50/1 MSUKWALIGWA MUNICIPALITY,Bridge,Bridge,9/11/2016,,,GS: Gert Sibande District Municipality,6/30/2022,9/11/2017,3212873,6526989,6826680,9320,3604487,30100,18,12.6,2.8,,,,,,,,,,,,,1,0.472,57
2309,Sabie river bridge,Bridge,Bridge,8/23/2013,P9/1,34.8,EH: Ehlanzeni District Municipality,6/30/2022,10/18/2017,25167280,43511903,46304040,299940,20836816,45140,62.32,16.46,9.17,,,,,,,,,,,,,1,0.55,45
2321,Wilge river bridge,Bridge,Bridge,8/26/2013,0,0.56,NK: Nkangala District Municipality,6/30/2022,2/8/2018,2698438,4421377,5165160,142400,2324322,30100,13.2,13,5.49,,,,,,,,,,,,,1,0.55,45
2325,R577 THABA CHWEU LOCAL MUNICIPALITY,Bridge,Bridge,10/15/2017,,,EH: Ehlanzeni District Municipality,6/30/2022,10/15/2017,3966918,7891675,8567664,111290,4489456,30100,24,11.86,3.5,,,,,,,,,,,,,1,0.476,56
2330,P171/1(R577),Bridge,Bridge,10/15/2017,,,EH: Ehlanzeni District Municipality,6/30/2022,10/15/2017,7187492,14206346,15423240,153970,8081778,30100,42,12.2,3,,,,,,,,,,,,,1,0.476,56
2333,D38 Crossing Bridge,Bridge,Bridge,10/24/2019,,,NK: Nkangala District Municipality,6/30/2022,9/18/2019,14667710,25640649,29618400,141490,14809200,30100,82,12,0,,,,,,,,,,,,,1,0.5,50
2334,LANDAU COALIARY BRIDGE ,Bridge,Bridge,11/6/2017,,,NK: Nkangala District Municipality,6/30/2022,11/6/2017,23227815,43306508,43885800,31660,20626325,30100,108,13.5,5.2,,,,,,,,,,,,,1,0.53,47
2335,Heuwelfontein Bridge,Bridge,Bridge,1/18/2017,,,NK: Nkangala District Municipality,6/30/2022,1/18/2017,7038221,11817290,12629360,34220,5556917,30100,32.4,12.95,5.2,,,,,,,,,,,,,1,0.56,44
2336,Railway Bridge,Bridge,Bridge,11/21/2012,D686,0.56,NK: Nkangala District Municipality,6/30/2022,2/7/2018,8982523,13338791,15965040,277200,6705317,30100,40.8,13,6.27,,,,,,,,,,,,,1,0.58,42
2337,Unknown,Bridge,Bridge,7/19/2018,,,NK: Nkangala District Municipality,6/30/2022,7/19/2018,6882489,12512612,14969030,542150,7544392,30100,41.1,12.1,0,,,,,,,,,,,,,1,0.496,51
2345,Unknown,Bridge,Bridge,10/9/2018,,,NK: Nkangala District Municipality,6/30/2022,10/9/2018,8096816,13364194,14556360,637000,5822544,30100,40,12.09,0,,,,,,,,,,,,,1,0.6,40
2355,Railway Bridge,Bridge,Bridge,10/24/2019,,,NK: Nkangala District Municipality,6/30/2022,9/20/2019,16059571,24869424,26999700,140250,10799879,30100,69,13,0,,,,,,,,,,,,,1,0.6,40
2361,VOLKSRUST BRIDGE,Bridge,Bridge,7/17/2018,,,GS: Gert Sibande District Municipality,6/30/2022,7/17/2018,2104218,3782077,4093600,65390,1923992,30100,8.5,16,6.2,,,,,,,,,,,,,1,0.53,47
2363,Assegaai,Bridge,Bridge,10/24/2019,,,GS: Gert Sibande District Municipality,6/30/2022,10/2/2019,15176314,26769302,34434400,1765410,17492676,30100,88,13,0,,,,,,,,,,,,,1,0.492,52
2380,Unknown,Bridge,Bridge,8/3/2018,,,EH: Ehlanzeni District Municipality,6/30/2022,8/3/2018,1144074,2192037,2481926,47250,1290601,30100,8.8,9.37,0,,,,,,,,,,,,,1,0.48,55
2411,Unknown,Bridge,Bridge,7/20/2018,,,NK: Nkangala District Municipality,6/30/2022,7/20/2018,5753263,10864698,13055390,669990,6632140,30100,32.2,13.47,0,,,,,,,,,,,,,1,0.492,52
2441,Unknown,Bridge,Bridge,7/20/2018,,,NK: Nkangala District Municipality,6/30/2022,7/20/2018,2056020,4417017,5670840,711350,2903470,30100,15.7,12,0,,,,,,,,,,,,,1,0.488,53
2451,Unknown,Major Culvert,Culvert Major,7/20/2018,,,NK: Nkangala District Municipality,6/30/2022,7/20/2018,1719729,3266598,3520800,168300,1632771,24450,,,,,14.4,10,0,,,,,,,,,,0.536,53
247,RAIL BRIDGE,Bridge,Bridge,9/10/2017,,,GS: Gert Sibande District Municipality,6/30/2022,9/10/2017,1041058,1954218,1986600,11840,933702,30100,10,6.6,4.8,,,,,,,,,,,,,1,0.53,47
2472,Unknown,Bridge,Bridge,10/9/2018,,,NK: Nkangala District Municipality,6/30/2022,10/9/2018,7275313,12972468,15816230,632800,7908113,30100,35.6,14.76,0,,,,,,,,,,,,,1,0.5,50
2473,Santa Railway Bridge,Bridge,Bridge,8/3/2018,,,NK: Nkangala District Municipality,6/30/2022,8/3/2018,6212915,10797411,12624120,477870,5933336,30100,28.3,14.82,0,,,,,,,,,,,,,1,0.53,47
2521,Wilge River Bridge,Bridge,Bridge,10/24/2019,,,NK: Nkangala District Municipality,6/30/2022,10/17/2019,3245718,5317659,6501600,200130,3055752,30100,18,12,0,,,,,,,,,,,,,1,0.53,47
2548,RAIL BRIDGE,Bridge,Bridge,8/7/2018,,,GS: Gert Sibande District Municipality,6/30/2022,8/7/2018,9299954,15550771,16043300,5160,6738186,30100,41,13,5.3,,,,,,,,,,,,,1,0.58,42
2560,Unknown,Bridge,Bridge,10/10/2018,,,NK: Nkangala District Municipality,6/30/2022,10/10/2018,5785732,11382140,13063400,484700,6792968,30100,31,14,0,,,,,,,,,,,,,1,0.48,55
2563,Bronkhorst River Bridge,Bridge,Bridge,10/24/2019,,,NK: Nkangala District Municipality,6/30/2022,10/22/2019,3945089,7790079,10173800,979030,5249681,30100,26,13,0,,,,,,,,,,,,,1,0.484,54
2580,Bridge over Rail Karino Rail Bridge,Bridge,Bridge,11/23/2016,,,EH: Ehlanzeni District Municipality,6/30/2022,11/23/2016,11579905,19241945,22299160,238650,10480605,45140,38,13,16,,,,,,,,,,,,,1,0.53,47
2608,Bridge over Unknown River,Bridge,Bridge,10/25/2019,,,GS: Gert Sibande District Municipality,6/30/2022,9/27/2019,3105672,7573401,8428000,973480,4348848,30100,20,14,0,,,,,,,,,,,,,1,0.484,54
2609,RAILBRIDGE D851,Bridge,Bridge,7/19/2018,,,GS: Gert Sibande District Municipality,6/30/2022,7/19/2018,5150832,9623668,9752400,17940,4583628,30100,27,12,5.2,,,,,,,,,,,,,1,0.53,47
2620,Jericho Tributary,Bridge,Bridge,1/24/2017,,,GS: Gert Sibande District Municipality,6/30/2022,1/24/2017,5360922,10378263,12134060,560500,6212640,30100,32.25,12.5,5,,,,,,,,,,,,,1,0.488,53
2656,Railway Bridge,Bridge,Bridge,8/1/2018,,,EH: Ehlanzeni District Municipality,6/30/2022,8/1/2018,4154108,8435403,8883112,180850,4548154,30100,24.8,11.9,0,,,,,,,,,,,,,1,0.488,53
2684A,Evander Road over Road Bridge,Bridge,Bridge,11/14/2016,,,GS: Gert Sibande District Municipality,6/30/2022,11/14/2016,3103816,5551021,6516048,349690,3062542,30100,13.2,16.4,4.85,,,,,,,,,,,,,1,0.53,47
2684B,Evander Road Over Road Bridge,Bridge,Bridge,11/14/2016,,,GS: Gert Sibande District Municipality,6/30/2022,11/14/2016,3078580,5266695,6417320,322600,3016140,30100,13,16.4,4.6,,,,,,,,,,,,,1,0.53,47
2685A,P185/2 GOVAN MBEKI LOCAL MUNICIPALITY,Bridge,Bridge,10/12/2017,,,GS: Gert Sibande District Municipality,6/30/2022,10/12/2017,2869250,5329687,5418000,2290,2546460,30100,15,12,0,,,,,,,,,,,,,1,0.53,47
2687A,P185/2 GOVAN MBEKI LOCAL MUNICIPALITY,Bridge,Bridge,10/12/2017,,,GS: Gert Sibande District Municipality,6/30/2022,10/12/2017,2034008,3837750,3837750,0,1803742,30100,8.5,15,0,,,,,,,,,,,,,1,0.53,47
2707,2707,Bridge,Bridge,8/14/2019,,,EH: Ehlanzeni District Municipality,6/30/2022,10/14/2019,4714932,9039795,9722300,29550,4977818,30100,38,8.5,4,,,,,,,,,,,,,1,0.488,53
2685B,P185/2 GOVAN MBEKI LOCAL MUNICIPALITY,Bridge,Bridge,10/12/2017,,,GS: Gert Sibande District Municipality,6/30/2022,10/12/2017,2475623,4567880,4695600,13045,2206932,30100,12,13,0,,,,,,,,,,,,,1,0.53,47
2687B,P185/2 GOVAN MBEKI LOCAL MUNICIPALITY,Bridge,Bridge,10/12/2017,,,GS: Gert Sibande District Municipality,6/30/2022,10/12/2017,1797927,3219450,3453975,32680,1623368,30100,8.5,13.5,0,,,,,,,,,,,,,1,0.53,47
3629,Bridge over river,Bridge,Bridge,11/27/2012,,,NK: Nkangala District Municipality,6/30/2022,2/9/2018,5929251,9232465,11943680,400900,5613529,30100,31,12.8,0,,,,,,,,,,,,,1,0.53,47
4131,Unknown,Bridge,Bridge,7/20/2018,,,NK: Nkangala District Municipality,6/30/2022,7/20/2018,44543713,67902581,79960650,234250,35182685,30100,38.5,69,0,,,,,,,,,,,,,1,0.56,44
3701,Bridge over Klip River,Bridge,Bridge,11/21/2012,D38,,NK: Nkangala District Municipality,6/30/2022,2/14/2018,10120085,15560071,20387930,889400,9378449,30100,53,12.78,6.4,,,,,,,,,,,,,1,0.54,46
M6022,ELANDS RIVER BRIDGE,Bridge,Bridge,11/7/2017,,,NK: Nkangala District Municipality,6/30/2022,11/7/2017,14458285,16355019,17066700,48410,2560005,30100,42,13.5,5,,,,,,,,,,,,,1,0.85,15
3505,Komatieriver Bridge,Bridge,Bridge,11/24/2016,,,GS: Gert Sibande District Municipality,6/30/2022,11/24/2016,26251849,45025416,50078320,289660,23536807,45140,86,12.9,9.2,,,,,,,,,,,,,1,0.53,47
3507,BADPLAAS BRIDGE,Bridge,Bridge,9/12/2017,,,GS: Gert Sibande District Municipality,6/30/2022,9/12/2017,3237570,6089408,6116320,4080,2874670,30100,16,12.7,4.8,,,,,,,,,,,,,1,0.53,47
2209,P180/1 EMAKHANZENI LOCAL MUNICIPALITY,Bridge,Bridge,10/14/2017,,,NK: Nkangala District Municipality,6/30/2022,10/14/2017,7062925,14249927,15112870,70350,7979597,45140,36,9.3,9.5,,,,,,,,,,,,,1,0.472,57
3510,KOMATI  RIVER BRIDGE  P180/1(R541),Bridge,Bridge,10/14/2017,,,NK: Nkangala District Municipality,6/30/2022,10/14/2017,33303717,60250079,63161840,172060,29686063,60200,86,12.2,34,,,,,,,,,,,,,1,0.53,47
3509,KOMATI RIVER BRIDGE,Bridge,Bridge,10/14/2017,,,GS: Gert Sibande District Municipality,6/30/2022,10/14/2017,15553681,27790467,29401680,29210,13818789,30100,74,13.2,6,,,,,,,,,,,,,1,0.53,47
3502,1975,Major Culvert,Culvert Major,9/12/2017,,,GS: Gert Sibande District Municipality,6/30/2022,9/12/2017,2058361,3325044,3520800,14510,1447929,24450,,,,,12,12,0,,,,,,,,,,0.589,47
3821,ASSEGAI RIVER BRIDGE P130/1,Bridge,Bridge,11/4/2017,,,GS: Gert Sibande District Municipality,6/30/2022,11/4/2017,38054239,60417364,65814120,117950,27641931,45140,108,13.5,15,,,,,,,,,,,,,1,0.58,42
3378,3378,Bridge,Bridge,9/18/2017,,,GS: Gert Sibande District Municipality,6/30/2022,8/19/2017,2590148,4808138,5086900,55040,2441712,30100,13,13,3,,,,,,,,,,,,,1,0.52,48
3377,Mooimeisiesfontein Culvert,Major Culvert,Culvert Major,1/26/2017,,,GS: Gert Sibande District Municipality,6/30/2022,1/26/2017,2084939,2932516,4132050,311650,1735461,24450,,,,,13,13,0,,,,,,,,,,0.58,48
M6641,M6641,Major Culvert,Culvert Major,9/18/2017,,,GS: Gert Sibande District Municipality,6/30/2022,8/19/2017,831021,1441922,1540350,75860,633469,24450,,,,,9,7,1,,,,,,,,,,0.589,47
1330,Braam Raubenheimerdam Tributary,Major Culvert,Culvert Major,11/7/2016,,,EH: Ehlanzeni District Municipality,6/30/2022,11/7/2016,1151697,1975591,2816640,506600,1158343,24450,,,,,14.4,8,0,,,,,,,,,,0.589,47
3605,P81/1 (R577) THABA CHEU LOCAL MUNICIPALITY,Bridge,Bridge,10/15/2017,,,EH: Ehlanzeni District Municipality,6/30/2022,10/15/2017,5398644,10001159,10655400,35610,5221146,30100,30,11.8,3.5,,,,,,,,,,,,,1,0.51,49
3825,SUKHUKHUNE JUNCTION CULVERT,Major Culvert,Culvert Major,10/15/2017,,,EH: Ehlanzeni District Municipality,6/30/2022,10/15/2017,1987022,3216621,3234735,2340,1245373,24450,,,,,12.6,10.5,1,,,,,,,,,,0.615,44
3759,Rooikrans,Bridge,Bridge Cellular,11/7/2016,,,EH: Ehlanzeni District Municipality,6/30/2022,11/7/2016,20819597,25161357,34247120,242380,13185139,24450,,,,,32.2,43.5,2,,,,,,,,,,0.615,44
552,Blyderivier Bridge,Bridge,Bridge Cellular,11/7/2016,,,EH: Ehlanzeni District Municipality,6/30/2022,11/7/2016,1697261,2342503,3036690,90590,1248839,24450,,,,,6,20.7,0,,,,,,,,,,0.589,47
3755,Queen's River Tributary,Bridge,Bridge Cellular,11/21/2016,,,EH: Ehlanzeni District Municipality,6/30/2022,11/21/2016,3620718,5536290,6696855,439250,2636887,24450,,,,,16.6,16.5,0,,,,,,,,,,0.606,45
M6146,Mambane River Bridge,Bridge,Bridge Cellular,11/22/2016,,,EH: Ehlanzeni District Municipality,6/30/2022,11/22/2016,2594878,4051207,4615182,122310,1897994,24450,,,,,12.1,15.6,1.5,,,,,,,,,,0.589,47
M6012,M6012 on D2970,Major Culvert,Culvert Major,11/9/2012,D2970,10.9,EH: Ehlanzeni District Municipality,6/30/2022,10/13/2017,5006399,7999126,9035498,313250,3715849,24450,,,,,38.9,9.5,0,,,,,,,,,,0.589,47
M6019,M6019 on D2969,Bridge,Bridge Cellular,11/9/2012,D2969,,EH: Ehlanzeni District Municipality,6/30/2022,10/19/2017,7689204,8037150,9462150,117070,1655876,24450,,,,,25.8,15,1,,,,,,,,,,0.825,20
5496,5496 on D2296,Major Culvert,Culvert Major,11/9/2012,D2296,23.5,EH: Ehlanzeni District Municipality,6/30/2022,10/19/2017,8370625,9787824,10875360,125750,2378985,24450,,,,,16,27.8,1.5,,,,,,,,,,0.781,25
2622,2622 on P17/7 (R40),Bridge,Bridge Cellular,3/20/2018,,,EH: Ehlanzeni District Municipality,6/30/2022,10/13/2017,9423259,14441001,16137000,77400,6636341,24450,,,,,20,33,0,,,,,,,,,,0.589,47
2153,Bosch Street Bridge,Bridge,Bridge,11/23/2016,,,EH: Ehlanzeni District Municipality,6/30/2022,11/23/2016,15129283,28405288,31617640,47185,16441174,30100,36.6,28.7,5.3,,,,,,,,,,,,,1,0.48,55
2154,2154 on P17/7 (R40),Bridge,Bridge,11/7/2012,P17/7 (R40),,EH: Ehlanzeni District Municipality,6/30/2022,10/12/2017,18959576,34036736,40208780,340640,20908568,30100,36.3,36.8,1.5,,,,,,,,,,,,,1,0.48,55
1889,1889 on P17/7 (R40),Bridge,Bridge,11/7/2012,P17/7 (R40),,EH: Ehlanzeni District Municipality,6/30/2022,10/12/2017,80170326,139592883,166837400,578990,86088124,45140,123.2,30,8,,,,,,,,,,,,,1,0.484,54
5441,5441 on P17/7 (R40) Whiteriver Bound,Bridge,Bridge,11/7/2012,P17/7 (R40),,EH: Ehlanzeni District Municipality,6/30/2022,10/13/2017,13168155,22410797,24925810,42525,11715130,30100,63.7,13,5,,,,,,,,,,,,,1,0.53,47
2220,2220 on P17/7 (R40) Nelspruit Bound,Bridge,Bridge,11/7/2012,P17/7 (R40),,EH: Ehlanzeni District Municipality,6/30/2022,10/13/2017,12478197,21448489,23624290,42675,11103414,30100,61.8,12.7,5,,,,,,,,,,,,,1,0.53,47
M6214,Krokodilriver Tributary,Bridge,Bridge,11/23/2016,,,EH: Ehlanzeni District Municipality,6/30/2022,11/23/2016,8288856,14589292,16750050,588670,7872522,30100,18.8,29.6,5.7,,,,,,,,,,,,,1,0.53,47
M6215,Nelspruit Rail Bridge,Bridge,Bridge,11/23/2016,,,EH: Ehlanzeni District Municipality,6/30/2022,11/23/2016,20890442,36686140,39738020,170710,18676868,30100,46,28.7,6.7,,,,,,,,,,,,,1,0.53,47
M6219,Wilgekraalspruit Culvert,Major Culvert,Culvert Major,11/7/2016,,,EH: Ehlanzeni District Municipality,6/30/2022,11/7/2016,1812301,2779354,3248427,100210,1335916,24450,,,,,18.2,7.3,1,,,,,,,,,,0.589,47
M6221,Crocodile River Culvert,Major Culvert,Culvert Major,11/7/2016,,,EH: Ehlanzeni District Municipality,6/30/2022,11/15/2016,439125,934273,1057707,183600,434982,24450,,,,,10.3,4.2,0,,,,,,,,,,0.589,47
M6222,Vaalriver Tributary,Major Culvert,Culvert Major,1/26/2017,,,GS: Gert Sibande District Municipality,6/30/2022,1/26/2017,801368,1547461,1797075,256660,739047,24450,,,,,10.5,7,0.2,,,,,,,,,,0.589,47
M6223,M6223,Major Culvert,Culvert Major,9/18/2017,,,GS: Gert Sibande District Municipality,6/30/2022,8/19/2017,990586,1592722,1711500,17060,703854,24450,,,,,7,10,1,,,,,,,,,,0.589,47
M6643,M6643,Major Culvert,Culvert Major,9/18/2017,,,GS: Gert Sibande District Municipality,6/30/2022,8/18/2017,1022526,1662522,1760400,13910,723964,24450,,,,,8,9,1,,,,,,,,,,0.589,47
M6225,M6225,Major Culvert,Culvert Major,9/18/2017,,,GS: Gert Sibande District Municipality,6/30/2022,8/19/2017,998516,1663920,1711500,9130,703854,24450,,,,,7,10,1,,,,,,,,,,0.589,47
M6642,M6642,Major Culvert,Culvert Major,9/18/2017,,,GS: Gert Sibande District Municipality,6/30/2022,8/19/2017,657782,1173131,1198050,47570,492698,24450,,,,,7,7,1,,,,,,,,,,0.589,47
M6227,M6227,Major Culvert,Culvert Major,9/18/2017,,,GS: Gert Sibande District Municipality,6/30/2022,8/19/2017,694592,1198050,1198050,10760,492698,24450,,,,,7,7,1,,,,,,,,,,0.589,47
M6592,LEKWA LOCAL MUNICIPALITY D1106,Major Culvert,Culvert Major,9/11/2017,,,GS: Gert Sibande District Municipality,6/30/2022,9/11/2017,410292,715162,715162.5,10760,294111,24450,,,,,4.5,6.5,1,,,,,,,,,,0.589,47
M6231,Rietspruit,Major Culvert,Culvert Major,1/25/2017,,,GS: Gert Sibande District Municipality,6/30/2022,1/25/2017,328784,642548,655260,57000,269476,24450,,,,,4,6.7,0.4,,,,,,,,,,0.589,47
M6233,Sandspruit,Bridge,Bridge,1/24/2017,,,GS: Gert Sibande District Municipality,6/30/2022,1/24/2017,222406,2472739,3070200,1404800,1442994,30100,25.5,4,4,,,,,,,,,,,,,1,0.53,47
