Structure Number,Structure Name,Asset Class,Structure Type,Inventory Date,Section No.,Road No.,km,District Municipality,Magisterial District,Analysis Date,ACI  (Average Condition Index),PCI (Priority Condition Index)
2246,Usutu,Bridge,Bridge,10/24/2019,,,,GS: Gert Sibande District Municipality,GS: Msukaligwa Local Municipality,6/30/2022,85.67,76.64
2249,P182/1 STEVE TSHWETE LOCAL MUNICIPALITY,Bridge,Bridge,10/13/2017,,,,NK: Nkangala District Municipality,NK: Steve Tshwete Local Municipality,6/30/2022,99.56,99.59
2251,2251,Bridge,Bridge,10/13/2017,,,,NK: Nkangala District Municipality,NK: Steve Tshwete Local Municipality,6/30/2022,99.12,99.47
2280,D1697 ROAD OVER RAIL STEVE TSHWETE,Bridge,Bridge,10/13/2017,,,,NK: Nkangala District Municipality,NK: Steve Tshwete Local Municipality,6/30/2022,98.64,94.94
2288,WATETRHOUTBOOM RIVER BRIDGE,Bridge,Bridge,8/15/2019,,,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,92.54,90.48
2292,Marite River Bridge,Bridge,Bridge,9/6/2013,,P57/3,6.5,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,81.21,82.77
2296,P50/1 MSUKWALIGWA MUNICIPALITY,Bridge,Bridge,9/11/2016,,,,GS: Gert Sibande District Municipality,GS: Msukaligwa Local Municipality,6/30/2022,95.61,91.66
2309,Sabie river bridge,Bridge,Bridge,8/23/2013,,P9/1,34.8,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,93.97,90.15
2321,Wilge river bridge,Bridge,Bridge,8/26/2013,,0,0.56,NK: Nkangala District Municipality,NK: Victor Khanye Local Municipality,6/30/2022,85.6,83.77
2325,R577 THABA CHWEU LOCAL MUNICIPALITY,Bridge,Bridge,10/15/2017,,,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,92.11,82.37
2330,P171/1(R577),Bridge,Bridge,10/15/2017,,,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,92.11,82.41
2333,D38 Crossing Bridge,Bridge,Bridge,10/24/2019,,,,NK: Nkangala District Municipality,NK: Victor Khanye Local Municipality,6/30/2022,86.57,67
2334,LANDAU COALIARY BRIDGE ,Bridge,Bridge,11/6/2017,,,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,98.68,98.9
2335,Heuwelfontein Bridge,Bridge,Bridge,1/18/2017,,,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,93.57,66.54
2336,Railway Bridge,Bridge,Bridge,11/21/2012,,D686,0.56,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,83.55,82.77
2337,Unknown,Bridge,Bridge,7/19/2018,,,,NK: Nkangala District Municipality,NK: Victor Khanye Local Municipality,6/30/2022,83.59,65.87
2345,Unknown,Bridge,Bridge,10/9/2018,,,,NK: Nkangala District Municipality,NK: Emakhazeni Local Municipality,6/30/2022,91.81,87.09
2355,Railway Bridge,Bridge,Bridge,10/24/2019,,,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,92.11,84.52
2361,VOLKSRUST BRIDGE,Bridge,Bridge,7/17/2018,,,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,92.39,81.43
2363,Assegaai,Bridge,Bridge,10/24/2019,,,,GS: Gert Sibande District Municipality,GS: Mkhondo Local Municipality,6/30/2022,77.74,62.31
2380,Unknown,Bridge,Bridge,8/3/2018,,,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,88.32,86.06
2411,Unknown,Bridge,Bridge,7/20/2018,,,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,83.22,85.43
2441,Unknown,Bridge,Bridge,7/20/2018,,,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,77.89,53.73
2451,Unknown,Major Culvert,Culvert Major,7/20/2018,,,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,92.78,75.92
247,RAIL BRIDGE,Bridge,Bridge,9/10/2017,,,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,98.37,98.78
2472,Unknown,Bridge,Bridge,10/9/2018,,,,NK: Nkangala District Municipality,NK: Emakhazeni Local Municipality,6/30/2022,82.02,84.58
2473,Santa Railway Bridge,Bridge,Bridge,8/3/2018,,,,NK: Nkangala District Municipality,NK: Emakhazeni Local Municipality,6/30/2022,85.53,86.54
2521,Wilge River Bridge,Bridge,Bridge,10/24/2019,,,,NK: Nkangala District Municipality,NK: Victor Khanye Local Municipality,6/30/2022,81.79,83.77
2525,Blinkwater Railway Bridge,Bridge,Bridge,11/17/2016,,,,NK: Nkangala District Municipality,NK: Emakhazeni Local Municipality,6/30/2022,90.13,85.32
2548,RAIL BRIDGE,Bridge,Bridge,8/7/2018,,,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,96.93,92.85
2560,Unknown,Bridge,Bridge,10/10/2018,,,,NK: Nkangala District Municipality,NK: Emakhazeni Local Municipality,6/30/2022,87.13,80.44
2563,Bronkhorst River Bridge,Bridge,Bridge,10/24/2019,,,,NK: Nkangala District Municipality,NK: Victor Khanye Local Municipality,6/30/2022,76.57,61.96
2580,Bridge over Rail Karino Rail Bridge,Bridge,Bridge,11/23/2016,,,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,86.29,43.2
2608,Bridge over Unknown River,Bridge,Bridge,10/25/2019,,,,GS: Gert Sibande District Municipality,GS: Msukaligwa Local Municipality,6/30/2022,89.86,80.46
2609,RAILBRIDGE D851,Bridge,Bridge,7/19/2018,,,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,98.68,98.9
2620,Jericho Tributary,Bridge,Bridge,1/24/2017,,,,GS: Gert Sibande District Municipality,GS: Msukaligwa Local Municipality,6/30/2022,85.53,76.66
2622,2622 on P17/7 (R40),Bridge,Bridge Cellular,3/20/2018,,,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,89.49,87.62
2656,Railway Bridge,Bridge,Bridge,8/1/2018,,,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,94.96,89.69
2684A,Evander Road over Road Bridge,Bridge,Bridge,11/14/2016,,,,GS: Gert Sibande District Municipality,GS: Govan Mbeki Local Municipality,6/30/2022,85.19,79.19
2684B,Evander Road Over Road Bridge,Bridge,Bridge,11/14/2016,,,,GS: Gert Sibande District Municipality,GS: Govan Mbeki Local Municipality,6/30/2022,82.07,85.62
2685A,P185/2 GOVAN MBEKI LOCAL MUNICIPALITY,Bridge,Bridge,10/12/2017,,,,GS: Gert Sibande District Municipality,GS: Govan Mbeki Local Municipality,6/30/2022,98.37,98.78
2685B,P185/2 GOVAN MBEKI LOCAL MUNICIPALITY,Bridge,Bridge,10/12/2017,,,,GS: Gert Sibande District Municipality,GS: Govan Mbeki Local Municipality,6/30/2022,97.28,98.54
2687A,P185/2 GOVAN MBEKI LOCAL MUNICIPALITY,Bridge,Bridge,10/12/2017,,,,GS: Gert Sibande District Municipality,GS: Govan Mbeki Local Municipality,6/30/2022,100,100
2687B,P185/2 GOVAN MBEKI LOCAL MUNICIPALITY,Bridge,Bridge,10/12/2017,,,,GS: Gert Sibande District Municipality,GS: Govan Mbeki Local Municipality,6/30/2022,93.21,90.58
2707,2707,Bridge,Bridge,8/14/2019,,,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,92.98,89.63
2760,Bridge over River,Bridge,Bridge,10/24/2019,,,,GS: Gert Sibande District Municipality,GS: Chief Albert Luthuli Local Municipality,6/30/2022,90.79,88.02
2765,Unknown,Major Culvert,Culvert Major,10/10/2018,,,,NK: Nkangala District Municipality,NK: Emakhazeni Local Municipality,6/30/2022,95.62,88.51
279,Bronkhorstspruit river bridge,Bridge,Bridge,5/31/2014,,P95/2,0,NK: Nkangala District Municipality,NK: Victor Khanye Local Municipality,6/30/2022,95.39,62.95
2801,Railway bridge,Bridge,Bridge,5/4/2014,,D455,9.31,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,85.38,82.77
2803,Bridge over Unknown River,Bridge,Bridge,10/25/2019,,,,GS: Gert Sibande District Municipality,GS: Msukaligwa Local Municipality,6/30/2022,79.48,80.26
2813,Unknown,Bridge,Bridge,10/11/2018,,,,NK: Nkangala District Municipality,NK: Steve Tshwete Local Municipality,6/30/2022,91.89,85.91
2814,2814,Bridge,Bridge,10/21/2019,,,,NK: Nkangala District Municipality,NK: Steve Tshwete Local Municipality,6/30/2022,98.46,99.35
2820,Klipspruit River Bridge,Bridge,Bridge,10/25/2019,,,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,69.29,73.56
2858,Boesmankranspruit Bridge,Bridge,Bridge,10/25/2019,,,,NK: Nkangala District Municipality,NK: Steve Tshwete Local Municipality,6/30/2022,92.62,86.01
2859,Spookspruit,Bridge,Bridge,11/17/2016,,,,NK: Nkangala District Municipality,NK: Steve Tshwete Local Municipality,6/30/2022,90.79,83.55
2863,2863,Bridge,Bridge Cellular,10/4/2019,,,,NK: Nkangala District Municipality,NK: Emakhazeni Local Municipality,6/30/2022,88.64,90.15
2865,Unknown,Major Culvert,Culvert Major,10/11/2018,,,,NK: Nkangala District Municipality,NK: Steve Tshwete Local Municipality,6/30/2022,93.61,88.54
2871,Unknown,Bridge,Bridge,10/10/2018,,,,NK: Nkangala District Municipality,NK: Emakhazeni Local Municipality,6/30/2022,82.68,59.23
2896,Zaalwater River Bridge,Bridge,Bridge,10/25/2019,,,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,82.37,64.2
2897,MARIBOU STREET,Bridge,Bridge,7/20/2018,,,,GS: Gert Sibande District Municipality,GS: Dipaleseng Local Municipality,6/30/2022,95.92,93.93
29,Low's Creek,Bridge,Bridge,8/10/2019,,,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,97.15,94.95
2900,2900,Bridge,Bridge,8/14/2019,,,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,95.18,84.17
2936,ARNOT POWERSTATION,Bridge,Bridge,8/9/2018,,,,NK: Nkangala District Municipality,NK: Steve Tshwete Local Municipality,6/30/2022,98.9,97.97
2937,2937,Bridge,Bridge,10/4/2019,,,,NK: Nkangala District Municipality,NK: Steve Tshwete Local Municipality,6/30/2022,93.53,86.86
2939,ARNOT POWER STATION,Bridge,Bridge,8/9/2018,,,,NK: Nkangala District Municipality,NK: Steve Tshwete Local Municipality,6/30/2022,97.55,96.54
2942,Unknown,Major Culvert,Culvert Major,7/31/2018,,,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,81.67,82.43
2943,Waterval River,Bridge,Bridge,7/31/2018,,,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,90.13,88.14
2944,Truer River Bridge,Bridge,Bridge,7/31/2018,,,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,90.57,91.97
2945,Truer River,Bridge,Bridge,7/31/2018,,,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,90.35,93.9
2946,Blyde River Bridge,Bridge,Bridge,7/31/2018,,,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,88.32,85.22
2948,Mpuluzi,Bridge,Bridge,10/25/2019,,,,GS: Gert Sibande District Municipality,GS: Msukaligwa Local Municipality,6/30/2022,85.01,74.8
2965,2965,Bridge,Bridge,10/21/2019,,,,NK: Nkangala District Municipality,NK: Steve Tshwete Local Municipality,6/30/2022,94.3,91.01
2969,ARNOT RAILWAY BIDGE,Bridge,Bridge,10/4/2019,,,,NK: Nkangala District Municipality,NK: Steve Tshwete Local Municipality,6/30/2022,87.72,86.62
2970,Unknown,Bridge,Bridge,10/9/2018,,,,NK: Nkangala District Municipality,NK: Steve Tshwete Local Municipality,6/30/2022,89.91,75.53
2981,2981,Major Culvert,Culvert Major,10/4/2019,,,,NK: Nkangala District Municipality,NK: Steve Tshwete Local Municipality,6/30/2022,89.44,79.9
2982,D1398,Bridge,Bridge,8/9/2018,,,,NK: Nkangala District Municipality,NK: Steve Tshwete Local Municipality,6/30/2022,100,100
2983,D1398,Bridge,Bridge,8/9/2018,,,,NK: Nkangala District Municipality,NK: Steve Tshwete Local Municipality,6/30/2022,99.12,98.94
2984,D1398,Bridge,Bridge,8/9/2018,,,,NK: Nkangala District Municipality,NK: Steve Tshwete Local Municipality,6/30/2022,99.56,99.59
3004,Ngwaritsi River,Bridge,Bridge,7/31/2018,,,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,83.9,77.19
3011,Elands river Bridge,Bridge,Bridge,7/30/2018,,,,NK: Nkangala District Municipality,NK: Emakhazeni Local Municipality,6/30/2022,91.69,89.68
3020,KWAZAMOKHILHE,Bridge,Bridge,8/9/2018,,,,NK: Nkangala District Municipality,NK: Steve Tshwete Local Municipality,6/30/2022,100,100
3054,Bridge over Rail,Bridge,Bridge,10/25/2019,,,,GS: Gert Sibande District Municipality,GS: Msukaligwa Local Municipality,6/30/2022,76.54,74.5
3076,Woes-Alleen Tributary,Bridge,Bridge,11/17/2016,,,,NK: Nkangala District Municipality,NK: Steve Tshwete Local Municipality,6/30/2022,85.09,69.34
3085,ABANDONED RAILWAY LINE,Bridge,Bridge,7/17/2018,,,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,93.48,81.64
3086,ABANDONED RAILWAY LINE,Bridge,Bridge,8/17/2018,,,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,98.37,98.9
3088,Skalpspruit,Bridge,Bridge,1/25/2017,,,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,75.55,82.44
3124,Unknown,Major Culvert,Culvert Major,7/20/2018,,,,NK: Nkangala District Municipality,NK: Victor Khanye Local Municipality,6/30/2022,89.17,73.69
3128,SAND RIVER BRIDGE,Bridge,Bridge,8/15/2019,,,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,92.79,80.42
3129,Sabie River Bridge,Bridge,Bridge,11/9/2016,,,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,71.05,70.03
3130,3130,Bridge,Bridge,8/15/2019,,,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,94.3,92.14
3131,Bejani River Bridge,Bridge,Bridge,11/10/2016,,,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,87.23,93.75
3132,Calcutta Cellular Bridge,Bridge,Bridge Cellular,11/10/2016,,,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,94.74,79.09
3133,Calcutta Road over Rail Bridge,Bridge,Bridge,11/10/2016,,,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,84.87,80.25
3134,3134,Bridge,Bridge,8/15/2019,,,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,89.47,79.23
3135,Bridge over Saringwa River,Bridge,Bridge,11/9/2016,,,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,80.48,80.14
3136,3136,Bridge,Bridge,8/15/2019,,,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,96.47,93.68
3137,Bridge over River,Bridge,Bridge,4/29/2014,,P33/5,34,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,98.91,99.47
3138,Lisbon Bridge,Bridge,Bridge,11/9/2016,,,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,90.31,85.41
3151,Ghobosh,Bridge,Bridge,10/25/2019,,,,GS: Gert Sibande District Municipality,GS: Mkhondo Local Municipality,6/30/2022,83.02,80.39
3184,Unknown,Bridge,Bridge,10/9/2018,,,,NK: Nkangala District Municipality,NK: Emakhazeni Local Municipality,6/30/2022,85.69,57.41
3195,Anny's,Bridge,Bridge,10/25/2019,,,,GS: Gert Sibande District Municipality,GS: Mkhondo Local Municipality,6/30/2022,84.43,87.41
3202,CROCODILE,Bridge,Bridge,8/12/2019,,,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,96.05,81.72
3237,D1016,Bridge,Bridge,7/20/2018,,,,GS: Gert Sibande District Municipality,GS: Dipaleseng Local Municipality,6/30/2022,95.39,90.52
3254,WAKKERSTROOM,Bridge,Bridge,5/17/2014,,0,10,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,99.56,99.59
3255,MABOLA RIVER,Bridge,Bridge,5/17/2014,,0,26.6,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,98.68,98.9
3256,Bridge over River,Bridge,Bridge,10/25/2019,,,,GS: Gert Sibande District Municipality,GS: Mkhondo Local Municipality,6/30/2022,86.11,82.33
3257,Bridge,Bridge,Bridge,10/25/2019,,,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,95.18,92.55
3261,Papafe,Bridge,Bridge,1/26/2017,,,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,85.53,87.77
33,MABOLA RIVER BRIDGE P7/2,Bridge,Bridge,11/4/2017,,,,GS: Gert Sibande District Municipality,GS: Mkhondo Local Municipality,6/30/2022,91.67,82.44
3319,Unknown,Bridge,Bridge,10/11/2018,,,,NK: Nkangala District Municipality,NK: Steve Tshwete Local Municipality,6/30/2022,81.58,76.52
3320,Unknown,Bridge,Bridge,10/11/2018,,,,NK: Nkangala District Municipality,NK: Steve Tshwete Local Municipality,6/30/2022,90.02,84.52
3337,Sandspruit Tributary,Bridge,Bridge,1/26/2017,,,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,78.4,79.05
3353,Bridge over Rail,Bridge,Bridge,2/24/2005,,0,1.4,EH: Ehlanzeni District Municipality,EH: Nkomazi Local Municipality,6/30/2022,100,100
336,HOUTBOSLOOP,Bridge,Bridge,8/13/2019,,,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,89.47,81.64
3376,Slangfontein Bridge,Bridge,Bridge,1/26/2017,,,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,80.04,59.15
3377,Mooimeisiesfontein Culvert,Major Culvert,Culvert Major,1/26/2017,,,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,70.97,83.37
3378,3378,Bridge,Bridge,9/18/2017,,,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,94.52,81.01
3380,Palmetspruit,Bridge,Bridge,9/18/2017,,,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,93.86,91.5
3381,Palmietspruit Tributary,Bridge,Bridge,1/26/2017,,,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,80.92,82.93
3382,MAJUBA RIVER BRIDGE,Bridge,Bridge,7/16/2018,,,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,95.39,85.89
3383,Witbankspruit Tributary,Bridge,Bridge,1/26/2017,,,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,86.4,83.11
3435,Swartwaterspruit,Bridge,Bridge,1/24/2017,,,,GS: Gert Sibande District Municipality,GS: Mkhondo Local Municipality,6/30/2022,89.91,87.6
3451,Blinkwaterspruit Bridge,Bridge,Bridge,11/11/2016,,,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,83.7,65.81
3471,VOGELVLEI RIVER BRIDGE,Bridge,Bridge,8/7/2018,,,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,95.39,81.24
3472,CHARL CILLIERS,Major Culvert,Culvert Major,8/7/2018,,,,GS: Gert Sibande District Municipality,GS: Govan Mbeki Local Municipality,6/30/2022,98.61,95.36
3473,P185,Bridge,Bridge,8/7/2018,,,,GS: Gert Sibande District Municipality,GS: Govan Mbeki Local Municipality,6/30/2022,87.77,70.24
3474,Trichardspruit Bridge,Bridge,Bridge,5/25/2014,,"D2756
",2.31,GS: Gert Sibande District Municipality,GS: Govan Mbeki Local Municipality,6/30/2022,99.46,99.59
3475,Major Culvert on D2796,Major Culvert,Culvert Major,9/20/2015,,,,GS: Gert Sibande District Municipality,GS: Govan Mbeki Local Municipality,6/30/2022,93.89,89.52
3481,Wilge River,Bridge,Bridge,3/18/2009,,0,21.84,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,96.71,82.27
3486,GRASKOPABAND RAILWAY,Bridge,Bridge,8/15/2019,,,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,96.27,96.58
3494,D480,Bridge,Bridge,7/18/2018,,,,GS: Gert Sibande District Municipality,GS: Msukaligwa Local Municipality,6/30/2022,97.15,94.9
3495,D1148,Bridge,Bridge,7/18/2018,,,,GS: Gert Sibande District Municipality,GS: Msukaligwa Local Municipality,6/30/2022,97.15,95.7
3502,1975,Major Culvert,Culvert Major,9/12/2017,,,,GS: Gert Sibande District Municipality,GS: Chief Albert Luthuli Local Municipality,6/30/2022,94.44,88.51
3505,Komatieriver Bridge,Bridge,Bridge,11/24/2016,,,,GS: Gert Sibande District Municipality,GS: Chief Albert Luthuli Local Municipality,6/30/2022,89.91,65.02
3506,River Bridge,Bridge,Bridge,10/25/2019,,,,GS: Gert Sibande District Municipality,GS: Chief Albert Luthuli Local Municipality,6/30/2022,89.4,93.09
3507,BADPLAAS BRIDGE,Bridge,Bridge,9/12/2017,,,,GS: Gert Sibande District Municipality,GS: Chief Albert Luthuli Local Municipality,6/30/2022,99.56,99.59
3508,P190/1 (R541),Bridge,Bridge,9/12/2017,,,,GS: Gert Sibande District Municipality,GS: Chief Albert Luthuli Local Municipality,6/30/2022,92.76,90.58
3509,KOMATI RIVER BRIDGE,Bridge,Bridge,10/14/2017,,,,GS: Gert Sibande District Municipality,GS: Chief Albert Luthuli Local Municipality,6/30/2022,94.52,91.18
3510,KOMATI  RIVER BRIDGE  P180/1(R541),Bridge,Bridge,10/14/2017,,,,NK: Nkangala District Municipality,NK: Emakhazeni Local Municipality,6/30/2022,95.39,86.13
3511,P180/1 (R541) EMAKHANZENI LOCAL MUNICIPALITY,Bridge,Bridge,10/14/2017,,,,NK: Nkangala District Municipality,NK: Emakhazeni Local Municipality,6/30/2022,97.59,97.11
3530A,D1264,Bridge,Bridge,7/18/2018,,,,GS: Gert Sibande District Municipality,GS: Msukaligwa Local Municipality,6/30/2022,98.68,98.8
3531,SHEEPMOOR RAIL BRIDGE D532,Bridge,Bridge,11/4/2017,,,,GS: Gert Sibande District Municipality,GS: Msukaligwa Local Municipality,6/30/2022,99.34,97.93
3534,RAIL BRIDGE P97-2,Bridge,Bridge,7/17/2018,,,,GS: Gert Sibande District Municipality,GS: Mkhondo Local Municipality,6/30/2022,97.48,86.24
3544,D466,Bridge,Bridge,7/17/2018,,,,GS: Gert Sibande District Municipality,GS: Mkhondo Local Municipality,6/30/2022,90.57,81.32
3582,Bridge over Rail,Bridge,Bridge,2/27/2005,,0,24,GS: Gert Sibande District Municipality,GS: Mkhondo Local Municipality,6/30/2022,96.49,86.84
3585,Groot River Bridge,Bridge,Bridge,10/25/2019,,,,GS: Gert Sibande District Municipality,GS: Dipaleseng Local Municipality,6/30/2022,85.25,79.45
3586,OUDEHOUT RIVER BRIDGE,Bridge,Bridge - Arch,8/7/2018,,,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,88.49,69.84
3588,P90-1,Bridge,Bridge Cellular,8/7/2018,,,,GS: Gert Sibande District Municipality,GS: Govan Mbeki Local Municipality,6/30/2022,100,100
3589,P90-1,Bridge,Bridge,8/7/2018,,,,GS: Gert Sibande District Municipality,GS: Govan Mbeki Local Municipality,6/30/2022,98.25,94.03
3592,"3592 on D286
",Bridge,Bridge Cellular,3/20/2018,,,,EH: Ehlanzeni District Municipality,EH: Nkomazi Local Municipality,6/30/2022,90.34,84.86
3605,P81/1 (R577) THABA CHEU LOCAL MUNICIPALITY,Bridge,Bridge,10/15/2017,,,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,93.86,83.44
3606,Unknown,Bridge,Bridge,8/2/2018,,,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,87.57,89.18
3607,Dorps River Bridge,Bridge,Bridge,8/3/2018,,,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,86.99,88.98
361,SYNAMANSBULT,Major Culvert,Culvert Major,8/11/2019,,,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,88.61,47.63
3616,Unknown,Major Culvert,Culvert Major,10/11/2018,,,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,85.69,76.15
3627,Unknown,Bridge,Bridge,7/20/2018,,,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,88.74,88.33
3628,Unknown,Bridge,Bridge Cellular,7/20/2018,,,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,93.47,76.23
3629,Bridge over river,Bridge,Bridge,11/27/2012,,,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,77.3,83.18
3631,Sabie Road over Rail Bridge,Bridge,Bridge,11/11/2016,,,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,81.58,79.37
3633,Unknown Railway Bridge,Bridge,Bridge Cellular,7/30/2018,,,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,95.45,97.81
3637,Kruisfontein,Bridge,Bridge,11/11/2016,,,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,89.69,85.86
3638,3638 on P189/1 (R537),Bridge,Bridge,11/8/2012,,P189/1,0,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,88.04,84.25
3639,Bronkhorstpruit River Bridge,Bridge,Bridge,10/25/2019,,,,NK: Nkangala District Municipality,NK: Victor Khanye Local Municipality,6/30/2022,80.01,75.35
3650,Dorps River Bridge,Bridge,Bridge,8/3/2018,,,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,88.16,82.12
3651,Dorps River Bridge,Bridge,Bridge,8/3/2018,,,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,82.2,88.89
3653,RAILWAYLINE D390,Bridge,Bridge,7/17/2018,,,,GS: Gert Sibande District Municipality,GS: Mkhondo Local Municipality,6/30/2022,92.98,90.93
3665,River Bridge,Bridge,Bridge,10/25/2019,,,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,78.91,47.98
